Title,Authors,Abstract,Notes,Inc/Exc,Year,Source title,Volume,Issue,Database
"ICCE 2018 - 26th International Conference on Computers in Education, Workshop Proceedings",[No author name available],The proceedings contain 104 papers. The topics discussed include: review of hazard information collected for local disaster prevention by residents in a historical local town; evacuation drill using augmented reality and a handheld head-mounted display; HyDi: hydrometeorological disaster preparedness simulator; using scenario-based learning applications in field work and group discussion for disaster education; elementary school students’ view to the educational game for children’s awareness of disaster; proposing a new archaeology visualizing and interacting (AVI) system for education; measuring academic emotions and facial expressions in online video-based learning; exploring online self-regulated learning from a sociocultural perspective: the case of eight high-achieving EFL learners; and exploring blended teaching mode based on blackboard platform.,,EXC,2018,"ICCE 2018 - 26th International Conference on Computers in Education, Workshop Proceedings",,,Scopus
Identifying pedagogical uses of serious games for learning English as a second language,"Patiño A., Romero M.","Nowadays, English is a global language taught as a second language in most of non-English speaking countries. Over recent decades, Computer Assisted Language Learning (CALL) has evolved into solutions that allow a higher learner engagement in authentic active-based learning activities. In this context, the educational digital games, also known as Serious Games (SG), allow learning English as a Second Language (ESL) in a playful and engaging environment. In this study, we develop a literature review on the current uses of SG in the context of CALL, in general, and ESL, specifically, in order to create a taxonomy of pedagogical uses of SG for ESL. The taxonomy could be of utility for teachers aiming to integrate SG in their ESL courses. © Springer International Publishing Switzerland 2015.","Inclusion:
  - Game based learning
  - English teaching
Exclusion:
  - Literature review
Research Question:
  - Elements:
    - Memory stimulation
    - Context aware
    - Sound
    - Physical response
    - Feedback
    - Self-evaluating
    - Learning analytics
    - Positive statements
    - Rewards
    - Communication
  - Validation:
  - Results:",INC,2015,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9221,,Scopus
Impromptu speech gamification for ESL/EFL students,"Girardelli, Davide","Courses: Any introductory undergraduate public-speaking course, in particular in ESL/EFL contexts Objectives: This single-class activity is intended to (1) build students' ability to communicate orally ""off the cuff;"" (2) foster students' understanding of the major organizational formats used in organizing speeches; and (3) increase students' awareness of their nonverbal communication.","Inclusion:
  - Gamification
  - English teaching
Exclusion:
  - Non DGBL
Research Question:
  - Elements:
    - Freedom to fail
    - Feedback
    - Storytelling
  - Validation:
  - Results:",EXC,2017,COMMUNICATION TEACHER,31,3,WOS
Improving literacy in rural India: Cellphone games in an after-school program,"Kam M., Kumar A., Jain S., Mathur A., Canny J.","Literacy is one of the great challenges in the developing world. But universal education is an unattainable dream for those children who lack access to quality educational resources such as well-prepared teachers and schools. Worse, many of them do not attend school regularly due to their need to work for the family in the agricultural fields or households. This work commitment puts formal education far out of their reach. On the other hand, educational games on cellphones hold the promise of making learning more accessible and enjoyable. In our project's 4th year, we reached a stage where we could implement a semester-long pilot on cellphone-based learning. The pilot study took the form of an after-school program in a village in India. This paper reports on this summative learning assessment. While we found learning benefits across the board, it seemed that more of the gains accrued to those children who were better equipped to take advantage of this opportunity. We conclude with future directions for designing educational games that target less well-prepared children in developing regions.","Inclusion:
  - Gamification
  - English teaching
  - Mobile
Exclusion:
Research Question:
  - Elements:
    - Vocabulary
    - Visual help
    - Sound help
    - Children games
    - Spelling
    - Levels
  - Validation:
    - Pre/post tests
    - Observation
  - Results:
    - Scores improve
    - learning benefits were uneven among participants",INC,2009,"2009 International Conference on Information and Communication Technologies and Development, ICTD 2009 - Proceedings",,,Scopus
Improving the effectiveness of English vocabulary review by integrating ARCS with mobile game-based learning,"Wu, Ting-Ting","Memorizing English vocabulary is often considered uninteresting, and a lack of motivation exists during learning activities. Moreover, most vocabulary practice systems automatically select words from articles and do not provide integrated model methods for students. Therefore, this study constructed a mobile game-based English vocabulary practice system, which imitates the popular block elimination game and combines test items of article, difficulty, and teacher model in accordance with curriculum objectives and demands. The participants were first-year students and classified into traditional group (Group T) and game-based group (Group G), and learning effectiveness and motivation were analysed in this study. According to statistical analysis results, students who used the game-based vocabulary practice system, which could captivate their attention and interest, had higher learning effectiveness and provided positive feedback of learning motivation. Furthermore, English teachers could select teaching materials that are consistent with the features, knowledge, and cultural background of learners to improve the relevance dimension of learning motivation.","Inclusion:
  - DGBL
  - English teaching
  - Mobile
Exclusion:
Research Question:
  - Elements:
    - Vocabulary
    - Block elimination game
    - ARCS
    - Scores
    - Ranking
    - Rewards
    - Personal data
    - Timer
  - Validation:
    - Control/Experimental group
    - Pre/post tests
    - Survey
  - Results:
    - Learning improve
    - Motivation improve",INC,2018,JOURNAL OF COMPUTER ASSISTED LEARNING,34,3,WOS
"Individual differences in an English learning achievement system: gaming flow experience, gender differences and learning motivation","Yang, Jie Chi; Quadir, Benazir","Despite the growing interest in digital game-based learning (DGBL), there has been a lack of attention paid to the effects of individual differences, such as gaming flow experience and gender differences, in a reward-based achievement system. To this end, this study developed an achievement system with a reward mechanism to facilitate English learning. This study investigated how individuals' gaming flow experience levels affected their levels of learning motivation, and whether any gender differences existed in gaming flow experience and learning motivation while engaging in the achievement system. The results showed that gaming flow experience significantly predicted learning motivation, whereby the students with high gaming flow experience were six times more likely to have high learning motivation than those with low gaming flow experience. Subsequent analysis showed that the female students had significantly higher gaming flow than the male students, but the male and female students showed similar learning motivation. Furthermore, the results indicated that the male students achieved more interactive rewards than the female students, but no significant differences were found in the male and female students' achievement of other types of rewards. Based on these findings, the authors contribute to the literature by developing a framework which can be applied to support designers to accommodate individual differences in DGBL.",Repeated: Gender differences in flow state in an English learning environment achievement system,INC,2018,TECHNOLOGY PEDAGOGY AND EDUCATION,27,3,WOS
Integrating video-capture virtual reality technology into a physically interactive learning environment for English learning,"Yang, Jie Chi; Chen, Chih Hung; Jeng, Ming Chang","The aim of this study is to design and develop a Physically Interactive Learning Environment, the PILE system, by integrating video-capture virtual reality technology into a classroom. The system is designed for elementary school level English classes where students can interact with the system through physical movements. The system is designed to be easily established with a minimal amount of equipments that includes a personal computer, a webcam, and a projector. The learning activities comprise six stages, holding specific tasks and learning objectives. Each stage is designed with a distinct device. These devices, including a conical cap, a pistol, a searchlight, a magnet, and a spray paint can, are designed to improve the accuracy of detection as well as to increase student enjoyment during the learning process. Furthermore, the system consists of five functional modules, such as providing an interface for teachers to incorporate appropriate learning materials according to their specific teaching requirements. An empirical study is conducted to examine the effects of the use of the PILE system by comparing two different types of English learning methods with 60 second-grade students from two classes at an elementary school in Taiwan. Four different tests are used to assess the different aspects of the system: an English learning achievement test, a questionnaire assessing students' learning motivation, a Short Feedback Questionnaire (SFQ), and a teacher interview. The results of students' English learning achievement tests show that there was a significant difference between the pretest and the posttest in the experimental group, as well as between the two groups in the delayed test. These results demonstrate that the system had a significantly beneficial effect on students' long-term learning. The results from the questionnaires on students' learning motivation and the SFQ reveal that the system enhanced the students' learning motivation. The results gained from the teacher's interview illustrate that the teacher believed this system was beneficial in assisting English learning. All findings collectively demonstrate that the proposed PILE system effectively assist English learning in a classroom environment. (C) 2010 Elsevier Ltd. All rights reserved.","Inclusion:
  - Game based learning
  - English teaching
  - Validation
Exclusion:
Research Question:
  - Elements:
    - Video capture
    - Virtual reality
    - ARCS
    - Body motion
    - Teacher interface
    - Matching
    - Speaking
    - Listening
  - Validation:
    - Experimental/Control group
    - Pre/Post test
    - Questionnaire
  - Results:
    - Enhanced achievement
    - Motivation
    - Positive attitude",INC,2010,COMPUTERS & EDUCATION,55,3,WOS
Interaction of problem-based gaming and learning anxiety in language students' English listening performance and progressive behavioral patterns,"Hwang, Gwo-Jen; Hsu, Ting-Chia; Lai, Chiu-Lin; Hsueh, Ching-Jung","Scholars have indicated the importance of considering anxiety in language learning. They have also pointed out the potential of integrating learning content into gaming contexts. However, few have explored in-depth the learning processes in game-based learning environments while also taking students' learning anxiety into account. To address this issue, a problem-based English listening game was developed, and 77 ninth graders took part in the study by playing the game. A quasi-experiment was conducted to evaluate students' learning achievement, learning motivation and English anxiety. In addition, progressive sequential analysis was employed to explore the learning behavioral patterns of students with different levels of English anxiety. According to the three learning phases, it was found that the gaming approach benefited the students' learning achievement and motivation. Moreover, the students with higher levels of English anxiety progressively performed more complex learning and gaming behaviors in the gaming context, and had better learning achievement than those with lower levels of anxiety. (C) 2016 Elsevier Ltd. All rights reserved.","Inclusion:
  - DGBL
  - English learning
Exclusion:
Research Question:
  - Elements:
    - Learning analytics
    - Listening
    - Problem-based
    - Battles
    - Rewards
    - Treasure hunt
    - RPG
    - Clear goals
    - Storytelling
  - Validation:
    - Experimental/control group
    - Pre/post tests
    - Survey
  - Results:
    - improve motivation
    - English anxiety did not significantly changed",INC,2017,COMPUTERS & EDUCATION,106,,WOS
Interactive language learning through speech-enabled virtual scenarios,"Morton H., Gunson N., Jack M.","This paper describes the evaluation of an educational game designed to give learners of foreign languages the opportunity to practice their spoken language skills. Within the speech interactive Computer-Assisted Language Learning (CALL) program, scenarios are presented in which learners interact with virtual characters in the target language using speech recognition technology. Two types of interactive scenarios with virtual characters are presented as part of the game: the one-to-one scenarios which take the form of practice question and answer scenarios where the learner interacts with one virtual character and the interactive scenario which is an immersive contextualised scenario where the learner interacts with two or more virtual characters within the scene to complete a (task-based) communicative goal. The study presented here compares learners' subjective attitudes towards the different scenarios. In addition, the study investigates the performance of the speech recognition component in this game. Forty-eight students of English as a Foreign Language (EFL) took part in the evaluation. Results indicate that learners' subjective ratings for the contextualised interactive scenario are higher than for the one-to-one, practice scenarios. In addition, recognition performance was better for these interactive scenarios. © 2012 Hazel Morton et al.","Inclusion:
  - DGBL
  - English learning
Exclusion:
Research Question:
  - Elements:
    - Speech recognition
    - Virtual agents
    - Virtual worlds
    - Simulate real scenarios
  - Validation:
    - Experimental group
    - Survey
  - Results:
    - Scores increased
    - Willing to speak in class",INC,2012,Advances in Human-Computer Interaction,2012,,Scopus
"Language learning with mobiles, social media and gamification in Mongolia: Possibilities and challenges","So H.-J., Shin C., Wong L.H., Seo M., Davaasuren B.","In this paper, we present the design and evaluation of the mobile-assisted language learning (MALL) program that was implemented in three schools in Mongolia, and how students perceived the efficacy of such a digital learning solution for improving their English competency. The digital learning solution employed in this research includes mobiles, social media, and gamification to help students learn English through contextualized social learning processes. The students (N=67) completed the perception survey that measured their perceived efficacy of the digital learning solution. In addition, interviews with selected students and teachers were conducted to further investigate their experiences and challenged faced during the intervention. Overall, the findings indicate high levels of student participation throughout the intervention period and their increased interest towards English learning. In conclusion, we discuss both possibilities and challenges of integrating digital learning solutions in the developing world. © 2017 Asia-Pacific Society for Computers in Education. All rights reserved.","Inclusion:
  - DGBL
  - English teaching
  - Mobile
Exclusion:
Research Question:
  - Elements:
    - Social media
    - Badges
    - Levels
    - Leaderboards
    - Achievements
    - Rewards
  - Validation:
    - Experimental group
    - Survey
  - Results:
    - Participation increase
    - Interest increase",INC,2017,"ICCE 2017 - 25th International Conference on Computers in Education: Technology and Innovation: Computer-Based Educational Systems for the 21st Century, Workshop Proceedings",,,Scopus
Language teaching in a mixed reality games environment,"Powers D.M.W., Leibbrandt R., Pfitzner D., Luerssen M., Lewis T., Abrahamyan A., Stevens K.","How do you develop a game that is provably educational, that is engaging from pre-school to adult, and that independently targets different language ability and world experience/maturity? Our purpose is to teach students of German or English as a Second Language in the same way that a baby learns a First Language. Children acquire language automatically without overt teaching, without conjugating verbs, looking up dictionaries or taking complex classes in syntax and morphology. They acquire through being immersed in an environment in which they have to learn to communicate in the language in order to achieve a variety of social and personal goals. In this project we provide a mixed environment with real toys for the learner to play with, and a simulated environment and a simulated teacher/caregiver to interact with. Whilst young children may be happy building towers and bridges out of wooden blocks, older children and adults cannot be expected to find motivating goals from the same tasks as a baby tackles as s/he simultaneously learns about the world and his/her language, culture and society. This paper explores the methodology we are developing to independently control for degree of language knowledge and degree of world experience. Copyright 2008 ACM.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
  - No validation
Research Question:
  - Elements:
    - Gently correction
    - Mixed environment (Real/Virtual)
    - Blocks building
    - Robot Worlds
    - Dungeons
    - Puzzles
  - Validation:
  - Results:",INC,2008,"1st International Conference on Pervasive Technologies Related to Assistive Environments, PETRA 2008",,,Scopus
Learning English Idioms With a Web-Based Educational Game,"Mueller, Amanda; Son, Jeong-Bae; Nozawa, Kazunori; Dashtestani, Reza","This article explores the usefulness of a web-based education game for learning English idioms and examines attitudinal factors contributing to the learning of the idioms with the game. The two studies reported in this article involved two groups of English as a foreign language students in two different contexts. The students were surveyed on their opinions of language learning and games and tested on their idiom knowledge before and after using the web-based educational game over a similar period of gameplay time. The studies found that both groups had significant gains in idiom knowledge, with some variation. It was also found that idiom knowledge improvement was largely mediated by willingness to learn English. In addition, other factors such as satisfaction and self-perception of improvement were noted. It is suggested that, in game-based language learning, attitudinal and motivational factors such as satisfaction with games and willingness to learn with games need to be carefully considered as they can generate positive learning outcomes. Further studies on the use of online educational games for language learning are recommended to be conducted in and out of the classroom in line with the evaluation of the games.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Web based
    - Competition
    - Simulated scenario
    - Time limited
    - Feedback
    - Sound guidance
  - Validation:
    - Survey
    - Pre/post tests
  - Results:
    - Scores improve
    - Motivation improve",INC,2018,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,56,6,WOS
Learning English playfully with GPS-E,"Chen C.-T., Li K.-C., Heh J.-S., Wang H.-C.","In this paper, a game-based English learning system (GPS-E) was introduced and evaluated. The effectiveness of the first year experiment was concluded based on the results of a within-subject t-test study. The study was conducted in a university setting in Taiwan. Ten classes of university freshmen (first-year students) were invited for this study. Results indicated that most learners who tried the system have improved more in English than the ones who did not.","Inclusion:
  - GBDL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Learning analytics
    - Web based
    - Hints
    - Competition
    - Videos contents
  - Validation:
    - Control/experimental group
    - Pre/post tests
    - Survey
  - Results:
    - English proficiency improved",INC,2010,"Workshop Proceedings of the 18th International Conference on Computers in Education, ICCE 2010",,,Scopus
Learning english through game-based design-reflections on performance and teacher/learner roles,Meyer B.,"In this paper I shall discuss the potential of educational games (Serious Games) for teaching and learning English online focusing on user engagement, performance and design. As suggested by for instance Gee (2004) games can prepare learners for real-life action including social practices that involve language. Gaming may in this sense be understood as a way of performing that involves situated actions and interactions as well as triggers deep engagement and investment on the part of the player. The focus of the paper will be on how the designed space of a platform for learning English as a foreign language in primary school (www.mingoville.com) produces learner participation and learner involvement in the context of a formal learning environment. How do learners respond to the educational design of the platform in question and how do they perform language learning through the game-based design of the platform? How does the role of the teacher facilitate different approaches to language learning in the game-based environment? The paper builds on data from a research project, Serious Games on a Global Market Place (2007-2010) in which the Mingoville.com platform has been studied in the context of English as a foreign language in Danish primary schools. On the basis of the initial results from the pilot project I am proposing that performance and engagement through Serious Games for language learning should be understood in the context of gaming and learning as both separate and interconnected processes. In this field the mediating role of the teacher is particularly significant.",,404,2008,"Proceedings of the 7th European Conference on e-Learning, ECEL 2008",2,,Scopus
Learning English through serious games - Reflections on teacher and learner performance,Meyer B.,"In this paper I shall discuss the potential of educational games (Serious Games) for teaching and learning English online focusing on user engagement, performance and design. The paper builds on data from a research project, Serious Games on a Global Market Place in which a platform for learning English as a foreign language in primary school (www.Mingoville.com) has been studied in the context of English as a foreign language in Denmark. On the basis of the initial research results from the project I am proposing that performance and engagement through Serious Games for language learning should be understood in the context of gaming and learning as both separate and interconnected processes. In this connection the mediating role of the teacher is particularly significant. © 2009 Springer-Verlag.",,404,2009,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),5940 LNCS,,Scopus
"Mobile and gamified blended learning for language teaching - Studying requirements and acceptance by students, parents and teachers in the wild","Baldauf M., Brandner A., Wimmer C.","While mobile gamified apps for language learning such as Duolingo are highly successful, knowledge about the use and suitability of such concepts for blended learning in schools is scarce. Pursuing a holistic approach, this work investigates the general requirements and acceptance of a modern gamified learning companion for traditional class-based teaching. We conducted several surveys with students, teachers and parents and studied the usage of a custom research prototype by 13/14-year-olds in three classes in English (as a foreign) language under real-world conditions. According to our results, all considered involved parties are positive about such a mobile learning companion when specific requirements are met. We did not observe any community-related negative impact such as teasing for bad results, for example, and conclude that the considered gamification features such as challenges with classmates and rankings are suitable for the investigated school context. Based on the results, we derive a set of guidelines for the design and development of a mobile learning companion, its introduction in class and its practical usage. © 2017 ACM.","Inclusion:
  - GBDL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Competition
    - Social
    - Notifications
    - Usability
    - Feedback
    - Clear goals
    - Learning analytics
  - Validation:
    - Survey (students/parents)
  - Results:
    - English proficiency improved
    - Students willingness",INC,2017,ACM International Conference Proceeding Series,,,Scopus
Mobile English learning system: A conceptual framework for Malaysian primary school,"Mahamad S., Rashid F.A.A., Ibrahim M.N., Kasbon R.","Mobile learning has become apprentice for today's education. With the emerging of mobile technologies, variety of features of current mobile applications could benefit the learners with enhanced learning environment while playing anywhere, anytime. This paper presents a framework of mobile English learning system for Malaysian Primary School for children aged from 9 to 12 years old. It aims to provide both fun and educational features to the learners by offering game-based activities to stimulate their imagination and challenge their curriculum skills such as antonyms, synonyms and sentence structures. The proposed architecture supports cross platform user interface and the framework offers reliability to provide the learner with some erudition input. © 2013 Springer Science+Business Media.","Inclusion:
  - DGBL
  - English teaching
  - Mobile
Exclusion:
  - No validation
Research Question:
  - Elements:
    - Treasure hunt
    - Vocabulary
    - Teacher interface
    - Visual support
    - Feedback
  - Validation:
  - Results:",INC,2013,Lecture Notes in Electrical Engineering,152 LNEE,,Scopus
Mobile game based learning based on adaptive curricula and location change,"Frank E., Lackes R., Siepermann M.","With the diffusion of mobile technologies, the classic learning process of class room learning as well as e-learning has changed. Mobile devices enable individuals to learn anywhere and anytime, even if only little time is available. Usually, m-learning is often seen as e-learning on mobile devices. This disregards the real potential of m-learning. Instead, the characteristics of mobility should be taken into account when designing m-learning, namely different places of learning and the process of location change. In this paper, we therefore introduce the concept of location-sequence-based learning (LSBL) that explicitly considers these characteristics. Then, we combine LSBL with the concept of game based learning (GBL) in order to even enhance the motivational aspect of both concepts. © Springer International Publishing Switzerland 2016.","Inclusion:
  - DGBL
  - Geolocation
  - Mobile
Exclusion:
  - No validation
Research Question:
  - Elements:
    - Free learning path
    - Content addapted to user information
  - Validation:
  - Results:",INC,2016,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),9599,,Scopus
Mobile learning by the example of the Carnuntum scenario,Lohr M.,"This paper describes the pedagogical and technological approach to the design of learning activities that can be conducted outside the classroom by using mobile devices. The concept was realized by a role-play applied in the collaborative and mobile learning platform COLLAGE, which was developed in the framework of an EU project. The Collage project was co-financed by the European Commission within the framework of eLearning. The game-like scenario enriches the field experience during outdoor excursions in the Archaeological site of Carnuntum. In order to demonstrate that mobile technology games can generate high degrees of engagement and enthusiasm in children the outcomes of the implementation conducted with three classes consisting of 13-year old children, 16-year old pupils and 17-year old students are described. © 2009 IEEE.","Inclusion:
  - DGBL
  - Geolocation
Exclusion:
Research Question:
  - Elements:
    - Learning roles
    - MCQ
    - Interactions with NPC
    - GPS coordinates
  - Validation:
    - Experimental group
    - Survey
  - Results:
    - Positive pedagogical effects
    - Motivation improve",INC,2009,"International Conference on Intelligent Networking and Collaborative Systems, INCoS 2009",,,Scopus
Mythhunter: Gamification in an educational location-based scavenger hunt,"Hutzler A., Wagner R., Pirker J., Gütl C.","Location-based applications have great potential to let users explore the environment in an immersive and engaging way. Digital scavenger hunts have a great potential as teaching and instructional guiding tool. However, many tools only guide users but are not designed as meaningful and engaging experiences. Adding more story-based and exploratory playful game design elements such as quests or achievements can make such experiences and the according learning experiences more entertaining and motivating. This paper contributes by introducing concept and development as well as a qualitative evaluation of an location-based scavenger hunt application with focus on a playful and story-based design. It allows users (e.g. teachers) to create multi-staged quests in a web-based editor, which app-users (e.g. students) can then complete in a platform independent mobile application that makes use of game design elements. In a first qualitative study we focus on evaluating the game with regards to fun, learning factors, usability, and engagement. Results indicate that story-based scavenger hunt applications have a high potential as tool to engage users to learn more about their environment. Especially story-based and playful elements are rated as important element for engaging exploratory experiences. © Springer International Publishing AG 2017.","Inclusion:
  - DGBL
  - Geolocation
Exclusion:
Research Question:
  - Elements:
    - Treasury hunt
    - Teachers interface
    - Usability
    - Hints to follow
    - MCQ
    - Fill in the blank
    - Rewards
    - Rating
    - https://www.geocaching.com/play
  - Validation:
    - Experimental group
  - Results:
    - Engagement
    - Knowledge aquisition
    - Securoty concerns",INC,2017,Communications in Computer and Information Science,725,,Scopus
New potential of e-learning by re-utilizing open content online TED NOTE: English learning system as an auto-assignment generator,"Nakajima A., Tomimatsu K.","We propose an English learning system ""TED NOTE,"" which automatically generates language training game by re-utilizing open content online. As a first prototype, we use Creative Commons licensed content; presentation video and subtitles; from TED.com as educational materials. In this paper, first, we focused on an educational potential of open content online and researched related projects, which apply the concept of the free culture movement for educational uses. In the second half, we describe the design process of TED NOE as a case study. We illustrate the way to re-use and reassemble open contents into the new use technically for providing significant learning experiences in TED NOTE. © 2013 Springer-Verlag Berlin Heidelberg.","Inclusion:
  - DGBL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Use open content
    - Listening
    - Free replay
    - Typing game
    - Fill in the blank
  - Validation:
    - Survey
  - Results:
    - Improve skills
    - user firendly",INC,2013,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),8018 LNCS,PART 3,Scopus
No student left behind: a collaborative and competitive game-based learning environment to reduce the achievement gap of EFL students in Taiwan,"Hung, Hui-Chun; Young, Shelley Shwu-Ching; Lin, Chiu-Pin","How to close the achievement gap in the classroom so that no student is left behind becomes one of the most important issues nowadays. This study aims to construct a collaborative and competitive game-based learning environment to improve English proficiencies and reduce the achievement gap for disadvantaged students. The Wireless Crossword Fan-Tan Game (WiCFG) system was implemented to provide teachers with an innovative approach to guide students' learning through a positive involvement with the uses of tablet PCs. The experiment was conducted in an elementary school in Taiwan to investigate whether this approach would facilitate students' learning effectiveness and interactions. Thirty sixth-grade students were randomly assigned into a control group and an experimental group. Both qualitative and quantitative data were collected from surveys, interviews, observations and video-recordings. The results indicate that integration of the WiCFG system in the collaborative and competitive game-based learning environment leads students to a better interaction between different levels of students. This innovative approach might have the potential to close the achievement gap for disadvantaged students. Moreover, some principles of the classroom strategy are suggested as guidelines.","Inclusion:
  - GBDL
  - English teaching
Exclusion:
Research Question:
  - Elements:
    - Collaborative
    - Competitive
    - Vocabulary
    - Team work
  - Validation:
    - Control/experimental group
    - Pre/post test
    - Survey
    - Observation
  - Results:
     - Scores increasing
     - students had positive perceptions
     - engagement
     - students more active",INC,2015,TECHNOLOGY PEDAGOGY AND EDUCATION,24,1,WOS
Perceptions of Turkish primary school EFL teachers on digital games,"Bedir H., Muftuoglu A.C.","Games have been used in educational fields for a long time, especially in language learning and teaching. Teachers have been using different kinds of games in language classrooms in all levels to motivate learners and foster language learning. Technological developments and the integration of these developments into educational environments have shifted the scope from traditional to a broader aspect. This trend has brought about many changes in the production and usage of the games. Teachers have faced with a relatively new term; educational digital games. Thus, teachers' perceptions on the advantages and disadvantages of integrating educational digital games in language classrooms have become crucial. This study aimed at investigating the perceptions of Turkish primary school EFL teachers on digital games. The scope was to find out their attitudes, knowledge and challenges about digital games. An online survey was used to collect quantitative and qualitative data. A semi-structured interview session was conducted to broaden the scope of understanding the 146 teachers' point of view on digital games. The findings showed that the teachers, despite a few exceptions, were not aware of digital games. They believed that games should be used to reinforce teaching & learning content, yet they did favour the integration of digital games into curriculum due to curriculum constraints. © The Authors, 2016. All Rights Reserved.",,404,2016,Proceedings of the European Conference on Games-based Learning,2016-January,,Scopus
Personalized versus normal practice of L2 speaking on Iranian EFL learners’ oral proficiency,Rahmani A.,"Personalized learning is a self-initiated, self-directed or self-prioritized pursuit which gives the learner a degree of choice about the process of learning i.e. what to learn, how to learn and when to learn. Of course personalized learning does not indicate unlimited choice; because, L2 learners will still have targets to be met. However, it provides learners with the opportunity to learn in ways that suit their individual learning styles. The L2 learner should have the opportunity to freely choose a series of activities, already predisposed by the teacher, to improve and develop L2 proficiency. This is because human beings have different ways to learn and process information; and, these different ways of learning are independent of each other. In other words, learning styles and techniques differ across individuals; thus, personalized learning provides L2 learners to freely choose the activities they enjoy the most. So it is a studentcentered learning method in which the interests and the preferences of the learner is taken into account.The present study is an investigation of a personalized versus normal practice of L2 proficiency. For this purpose an OPT (Oxford Placement Test) was given to a total of 80 Iranian EFL learners. Then, 40 of them who were considered as intermediate learners were selected for the purpose of the study. The participants were randomly divided into two groups i.e. an experimental group and a control group. Both groups were pretested prior to the study. Then, the experimental group received the treatment in the form of personalized learning (games-based learning, songs, music, stories, English tongue twisters and the materials that the subjects were most interested in) for ten sessions while the control group received a normal practice of speaking proficiency (based on New Interchange course books). After ten sessions, both groups were post tested. Then the results of the posttests were subjects of statistical analysis (independent-samples t-test). The results indicated that the experimental group did better than the control group and there is a significant difference between the mean scores of the experimental group who were exposed to a personalized learning and the control group who received a normal practice of oral proficiency i.e. a placebo. Based on the results of this study, L2 learner’ interests in carrying out joyful L2 activities can help to reach promising results. © Australian International Academic Centre, Australia.","Inclusion:
  - English teaching
Exclusion:
  - DGBL just is a word in the abstract
  - Personalized learning
Research Question:
  - Elements:
  - Validation:
  - Results:",EXC,2015,International Journal of Applied Linguistics and English Literature,4,2,Scopus
"Proceedings - 16th North-East Asia Symposium on Nano, Information Technology and Reliability, NASNIT 2011",[No author name available],The proceedings contain 34 papers. The topics discussed include: the impact of credibility trust on user acceptance of software -as-a-service; intelligent text detection and extraction from natural scene images; using avatars to enhance active learning: integration of virtual reality tools into college English curriculum; development of RFID English learning supporting system for elementary school students in Taiwan; providing a ubi-marketing platform using pervasive technologies to facilitate added-value services in lodging operations; a real-time decision support with cloud computing based fire evacuation system; a game-based learning content design framework for the elementary school children education; agent - based modeling of knowledge sharing and used - car market; measurement design on ICT-enabled caring service: a synergy design perspective; and a generic temporal computational model of SMIL for interaction multimedia stream serving.,,EXC,2011,"Proceedings - 16th North-East Asia Symposium on Nano, Information Technology and Reliability, NASNIT 2011",,,Scopus
"Proceedings - 2nd IEEE International Conference on Digital Game and Intelligent Toy Enhanced Learning, DIGITEL 2008",[No author name available],The proceedings contain 44 papers. The topics discussed include: a mobile phone based virtual pet to teach social norms and behaviour to children; a new 3-dimensional comic chat environment for on-line game avatars; a preliminary study of student's self-efficacy on problem solving in educational game context; design and evaluation of a physical interactive learning environment for english learning; effect of a 360 degrees panoramic image system (360 PIS) on the environment recognition of students with moderate and severe mental retardation in special education school; effects of object building activities in second life on players' spatial reasoning; evaluation the efficacy of computer - based training using tangible user interface for low-function children with autism; and exploring learner's variables affecting gaming achievement in digital game-based learning.,,EXC,2008,"Proceedings - 2nd IEEE International Conference on Digital Game and Intelligent Toy Enhanced Learning, DIGITEL 2008",,,Scopus
"Proceedings - 5th International Conference on Educational Innovation through Technology, EITT 2016",[No author name available],"The proceedings contain 49 papers. The topics discussed include: design of multi-terminal mobile learning platform; an annotation tool to support procedural knowledge learning; the research on learning satisfaction factors in 3d virtual learning environment; applying the flipped classroom with game-based learning in elementary school students' English learning; impact of applying WebGL technology to develop an web digital game-based learning system for computer programming course in flipped classroom; effect of an equivalent fractions digital game on the learning outcome, motivation, and flow types among elementary school students; understanding the educational values of video games from the perspective of situated learning theory and game theory; an online peer assessment-based programming approach to improving students' programming knowledge and skills; a computer-assisted learning system in the teaching of infrared spectroscopy course; and design and implementation of software case library supporting software capability training.",,EXC,2017,"Proceedings - 5th International Conference on Educational Innovation through Technology, EITT 2016",,,Scopus
